# version: e109_eg56_p17_1d3191d
# date: 9/8/2023, 11:36:46 AM
# organism: mmusculus
# all results: false
# ordered: false
# no iea: false
# sources: GO:MF,GO:BP,GO:CC,KEGG,REAC,WP,TF,MIRNA,HPA,CORUM,HP
# combined: false
# numeric ns: ENTREZGENE_ACC
# domain scope: annotated
# measure underrepresentation: false
# significance threshold method: g_SCS
# user threshold: 0.05
# no evidences: false
# query genes included: query_1<ENSMUSG00000032826,ENSMUSG00000069601,ENSMUSG00000046876,ENSMUSG00000035131,ENSMUSG00000064115,ENSMUSG00000054423,ENSMUSG00000039578,ENSMUSG00000040452,ENSMUSG00000040420,ENSMUSG00000046159,ENSMUSG00000030075,ENSMUSG00000064293,ENSMUSG00000039419,ENSMUSG00000060924,ENSMUSG00000022311,ENSMUSG00000063063,ENSMUSG00000060843,ENSMUSG00000022240,ENSMUSG00000060534,ENSMUSG00000036095,ENSMUSG00000048264,ENSMUSG00000045103,ENSMUSG00000036815,ENSMUSG00000062209,ENSMUSG00000036617,ENSMUSG00000025551,ENSMUSG00000049176,ENSMUSG00000029212,ENSMUSG00000071424,ENSMUSG00000056073,ENSMUSG00000021730,ENSMUSG00000042807,ENSMUSG00000053465,ENSMUSG00000052372,ENSMUSG00000092083,ENSMUSG00000060882,ENSMUSG00000059742,ENSMUSG00000029088,ENSMUSG00000028033,ENSMUSG00000045083,ENSMUSG00000035653,ENSMUSG00000049252,ENSMUSG00000050587,ENSMUSG00000028176,ENSMUSG00000052581,ENSMUSG00000068205,ENSMUSG00000045095,ENSMUSG00000040003,ENSMUSG00000034751,ENSMUSG00000034912,ENSMUSG00000019888,ENSMUSG00000020181,ENSMUSG00000027799,ENSMUSG00000040037,ENSMUSG00000069670,ENSMUSG00000063887,ENSMUSG00000062991,ENSMUSG00000022307,ENSMUSG00000029108,ENSMUSG00000055421,ENSMUSG00000021699,ENSMUSG00000054728,ENSMUSG00000051177,ENSMUSG00000053825,ENSMUSG00000028399,ENSMUSG00000039717,ENSMUSG00000026527,ENSMUSG00000041670,ENSMUSG00000037386,ENSMUSG00000022883,ENSMUSG00000039539,ENSMUSG00000025909,ENSMUSG00000035864,ENSMUSG00000053477,ENSMUSG00000049336,ENSMUSG00000051951>
# query genes not included: PAK7
# query genes duplicates: none
"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","voltage-gated monoatomic cation channel activity","GO:0022843","false","0.03330118050107839","1.4775403708174948","139","74","5","25177","HCN1,KCNB2,KCND2,KCNH7,KCNQ5"
"GO:MF","ligand-gated channel activity","GO:0022834","false","0.03330118050107839","1.4775403708174948","139","74","5","25177","GABRB1,GRID2,GRIK2,HCN1,KCNH7"
"GO:MF","postsynaptic neurotransmitter receptor activity","GO:0098960","true","0.03576640488216489","1.4465247114670563","72","74","4","25177","CHRM3,GABRB1,GRID2,GRIK2"
"GO:MF","binding","GO:0005488","false","0.045506702977390734","1.3419246285805209","16296","74","63","25177","ANK2,ANK3,ATXN1,CADM2,CADPS,CDH12,CDH18,CHRM3,CNTN3,CNTN4,CNTNAP2,CTNNA2,CTNNA3,CTNND2,DCC,DGKB,DMD,DPP10,ERBB4,ETL4,FGF14,FRMPD4,GABRB1,GRID2,GRIK2,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,LINGO2,LRFN5,LRP1B,LRRC4C,LRRC7,LRRTM4,MAGI1,MAGI2,MAST4,MDGA2,MGAT4C,NAV3,NBEA,NLGN1,NRG1,PCDH7,PCDH9,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RALYL,RGS7,RIMS1,RIMS2,ROBO1,SGCZ,SNTG1,SYT1,TCF4"
"GO:BP","nervous system development","GO:0007399","true","6.483943396229424e-20","19.18816078512712","2555","74","41","27205","ANK2,ANK3,ATXN1,BRINP3,CADM2,CNTN3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,FGF14,GABRB1,GRID2,HCN1,HECW2,IL1RAPL1,LINGO2,LRFN5,LRRC4C,LRRTM4,MACROD2,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PHACTR1,PLCB1,PPFIA2,PTPRD,RGS7,RIMS1,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","synapse organization","GO:0050808","false","5.1581775239323314e-17","16.28750371525401","531","74","22","27205","ANK3,CNTNAP2,CTNNA2,CTNND2,DGKB,ERBB4,FRMPD4,GRID2,IL1RAPL1,LINGO2,LRFN5,LRRC4C,LRRTM4,MAGI2,MDGA2,NBEA,NEGR1,NLGN1,NRG1,PPFIA2,PTPRD,RIMS2"
"GO:BP","cell junction organization","GO:0034330","false","6.8405769339916e-17","16.164907268355527","798","74","25","27205","ANK2,ANK3,CDH12,CDH18,CNTNAP2,CTNNA2,CTNND2,DGKB,ERBB4,FRMPD4,GRID2,IL1RAPL1,LINGO2,LRFN5,LRRC4C,LRRTM4,MAGI2,MDGA2,NBEA,NEGR1,NLGN1,NRG1,PPFIA2,PTPRD,RIMS2"
"GO:BP","system development","GO:0048731","false","6.1314878823038534e-15","14.212434125699167","4115","74","44","27205","ANK2,ANK3,ATXN1,BRINP3,CADM2,CNTN3,CNTN4,CNTNAP2,CSMD1,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,ETL4,FGF14,GABRB1,GRID2,HCN1,HECW2,IL1RAPL1,LINGO2,LRFN5,LRRC4C,LRRTM4,MACROD2,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PHACTR1,PLCB1,PPFIA2,PTPRD,RGS7,RIMS1,RIMS2,ROBO1,SGCZ,SYT1,TCF4"
"GO:BP","neurogenesis","GO:0022008","false","5.774222837896564e-13","12.238506459907773","1871","74","30","27205","ANK3,ATXN1,BRINP3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,GABRB1,GRID2,HCN1,HECW2,LRRC4C,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","cell adhesion","GO:0007155","false","9.70126572261261e-13","12.013171599704341","1463","74","27","27205","ANK3,CADM2,CDH12,CDH18,CNTN3,CNTN4,CNTNAP2,CTNNA2,CTNNA3,CTNND2,DCC,DMD,GRID2,LRFN5,LRRC4C,MAGI1,MAGI2,MDGA2,NEGR1,NLGN1,NRG1,PCDH7,PCDH9,PDE4D,PLCB1,PTPRD,ROBO1"
"GO:BP","generation of neurons","GO:0048699","false","1.4603490280834359e-12","11.83554333404087","1631","74","28","27205","ANK3,BRINP3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,GABRB1,GRID2,HCN1,HECW2,LRRC4C,MAGI2,MDGA2,NEGR1,NLGN1,NRG1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","regulation of biological quality","GO:0065008","false","2.4440672188832535e-12","11.61188685391695","3244","74","37","27205","ANK2,ANK3,ATXN1,CADPS,CHRM3,CNTNAP2,CTNNA2,CTNNA3,DGKB,DMD,ERBB4,FRMPD4,GABRB1,GRID2,GRIK2,HCN1,IL1RAPL1,KCND2,KCNH7,KCNQ5,LINGO2,LRFN5,LRRTM4,MAGI2,MDGA2,NBEA,NEGR1,NLGN1,NRG1,PDE4D,PLCB1,PPFIA2,PTPRD,RGS7,RIMS2,SYT1,XKR4"
"GO:BP","regulation of synapse organization","GO:0050807","false","4.067171554047617e-12","11.390707508587571","289","74","15","27205","CTNNA2,DGKB,FRMPD4,GRID2,IL1RAPL1,LINGO2,LRFN5,LRRTM4,MAGI2,MDGA2,NEGR1,NLGN1,NRG1,PPFIA2,PTPRD"
"GO:BP","multicellular organism development","GO:0007275","false","4.09147896506888e-12","11.388119677257771","4873","74","44","27205","ANK2,ANK3,ATXN1,BRINP3,CADM2,CNTN3,CNTN4,CNTNAP2,CSMD1,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,ETL4,FGF14,GABRB1,GRID2,HCN1,HECW2,IL1RAPL1,LINGO2,LRFN5,LRRC4C,LRRTM4,MACROD2,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PHACTR1,PLCB1,PPFIA2,PTPRD,RGS7,RIMS1,RIMS2,ROBO1,SGCZ,SYT1,TCF4"
"GO:BP","neuron differentiation","GO:0030182","false","4.3457740238241166e-12","11.361932860334358","1555","74","27","27205","ANK3,BRINP3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,GABRB1,GRID2,HCN1,HECW2,LRRC4C,MAGI2,NEGR1,NLGN1,NRG1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1,TCF4"
"GO:BP","cell-cell adhesion","GO:0098609","true","5.727440717067818e-12","11.242039397360488","923","74","22","27205","ANK3,CADM2,CDH12,CDH18,CTNNA2,CTNNA3,CTNND2,DCC,GRID2,LRFN5,LRRC4C,MAGI1,MAGI2,MDGA2,NEGR1,NLGN1,NRG1,PCDH7,PCDH9,PDE4D,PTPRD,ROBO1"
"GO:BP","regulation of synapse structure or activity","GO:0050803","false","5.791938837739308e-12","11.237176032890428","296","74","15","27205","CTNNA2,DGKB,FRMPD4,GRID2,IL1RAPL1,LINGO2,LRFN5,LRRTM4,MAGI2,MDGA2,NEGR1,NLGN1,NRG1,PPFIA2,PTPRD"
"GO:BP","anatomical structure development","GO:0048856","false","3.4456632751585466e-11","10.462727165914634","6228","74","48","27205","ANK2,ANK3,ATXN1,BRINP3,CADM2,CDH12,CDH18,CNTN3,CNTN4,CNTNAP2,CSMD1,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,ETL4,FGF14,GABRB1,GRID2,HCN1,HECW2,IL1RAPL1,LINGO2,LRFN5,LRRC4C,LRRTM4,MACROD2,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RGS7,RIMS1,RIMS2,ROBO1,SGCZ,SYT1,TCF4,XKR4"
"GO:BP","neuron development","GO:0048666","false","3.658209371778434e-11","10.436731441996315","1266","74","24","27205","ANK3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,GABRB1,GRID2,HCN1,HECW2,LRRC4C,MAGI2,NEGR1,NLGN1,NRG1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","synapse assembly","GO:0007416","false","3.7372417144931086e-11","10.427448812271924","210","74","13","27205","CNTNAP2,ERBB4,GRID2,IL1RAPL1,LINGO2,LRFN5,LRRTM4,MAGI2,MDGA2,NEGR1,NLGN1,NRG1,PTPRD"
"GO:BP","cell-cell adhesion via plasma-membrane adhesion molecules","GO:0098742","false","6.451632918959095e-11","10.19033035080039","280","74","14","27205","CADM2,CDH12,CDH18,GRID2,LRFN5,LRRC4C,MAGI2,MDGA2,NLGN1,NRG1,PCDH7,PCDH9,PTPRD,ROBO1"
"GO:BP","cell junction assembly","GO:0034329","false","2.0065531296489643e-10","9.697549336499346","458","74","16","27205","ANK2,CDH12,CDH18,CNTNAP2,ERBB4,GRID2,IL1RAPL1,LINGO2,LRFN5,LRRTM4,MAGI2,MDGA2,NEGR1,NLGN1,NRG1,PTPRD"
"GO:BP","neuron projection development","GO:0031175","false","2.430365794096053e-10","9.614328355866029","1110","74","22","27205","ANK3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,GRID2,HECW2,LRRC4C,MAGI2,NEGR1,NLGN1,NRG1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","regulation of membrane potential","GO:0042391","true","3.985788824710753e-10","9.399485714840836","479","74","16","27205","ANK2,ANK3,ATXN1,CNTNAP2,CTNNA3,DMD,GABRB1,GRID2,GRIK2,HCN1,KCND2,KCNH7,KCNQ5,NLGN1,RGS7,RIMS2"
"GO:BP","developmental process","GO:0032502","false","1.7264191344164742e-9","8.762853759219645","6865","74","48","27205","ANK2,ANK3,ATXN1,BRINP3,CADM2,CDH12,CDH18,CNTN3,CNTN4,CNTNAP2,CSMD1,CSMD3,CTNNA2,CTNND2,DCC,DMD,ERBB4,ETL4,FGF14,GABRB1,GRID2,HCN1,HECW2,IL1RAPL1,LINGO2,LRFN5,LRRC4C,LRRTM4,MACROD2,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PDE4D,PHACTR1,PLCB1,PPFIA2,PTPRD,RGS7,RIMS1,RIMS2,ROBO1,SGCZ,SYT1,TCF4,XKR4"
"GO:BP","cell morphogenesis","GO:0000902","false","8.050054487371004e-9","8.094201180068843","1048","74","20","27205","ANK3,CDH12,CDH18,CNTN4,CNTNAP2,CTNNA2,CTNND2,DCC,DMD,HECW2,LRRC4C,NLGN1,NRG1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","regulation of synapse assembly","GO:0051963","false","9.333476348224434e-9","8.02995656872364","137","74","10","27205","GRID2,IL1RAPL1,LINGO2,LRFN5,LRRTM4,MDGA2,NEGR1,NLGN1,NRG1,PTPRD"
"GO:BP","neuron projection morphogenesis","GO:0048812","false","1.0199599631009828e-8","7.9914168754396275","699","74","17","27205","ANK3,CNTN4,CNTNAP2,CTNNA2,CTNND2,DCC,DMD,HECW2,LRRC4C,NLGN1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","synaptic signaling","GO:0099536","false","1.1732052275974836e-8","7.930626010546853","941","74","19","27205","ATXN1,CADPS,CHRM3,CNTNAP2,DCC,DGKB,ERBB4,GABRB1,GRID2,GRIK2,HCN1,IL1RAPL1,LRRC4C,NLGN1,NRG1,PLCB1,PTPRD,RIMS2,SYT1"
"GO:BP","synaptic membrane adhesion","GO:0099560","false","1.1840370438671778e-8","7.926634710032494","35","74","7","27205","LRFN5,LRRC4C,MAGI2,MDGA2,NLGN1,NRG1,PTPRD"
"GO:BP","plasma membrane bounded cell projection morphogenesis","GO:0120039","false","1.4255327942685206e-8","7.846022787329595","714","74","17","27205","ANK3,CNTN4,CNTNAP2,CTNNA2,CTNND2,DCC,DMD,HECW2,LRRC4C,NLGN1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","regulation of transmembrane transport","GO:0034762","false","1.5425534985447877e-8","7.81175976491554","610","74","16","27205","ANK2,ANK3,CHRM3,DMD,ERBB4,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,NLGN1,PDE4D,PLCB1,RGS7"
"GO:BP","cell projection morphogenesis","GO:0048858","false","1.6262671508618416e-8","7.788808110270246","720","74","17","27205","ANK3,CNTN4,CNTNAP2,CTNNA2,CTNND2,DCC,DMD,HECW2,LRRC4C,NLGN1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","cellular component morphogenesis","GO:0032989","false","2.1949086835414624e-8","7.65858354333029","851","74","18","27205","ANK2,ANK3,CNTN4,CNTNAP2,CTNNA2,CTNND2,DCC,DMD,HECW2,LRRC4C,NLGN1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","cell part morphogenesis","GO:0032990","false","3.152263834109591e-8","7.501377440642272","751","74","17","27205","ANK3,CNTN4,CNTNAP2,CTNNA2,CTNND2,DCC,DMD,HECW2,LRRC4C,NLGN1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","regulation of postsynaptic membrane potential","GO:0060078","false","5.299675905061259e-8","7.275750688313776","163","74","10","27205","ATXN1,CNTNAP2,GABRB1,GRID2,GRIK2,HCN1,KCND2,NLGN1,RGS7,RIMS2"
"GO:BP","trans-synaptic signaling","GO:0099537","false","5.70837708749178e-8","7.243487345717229","902","74","18","27205","ATXN1,CADPS,CHRM3,CNTNAP2,DCC,DGKB,ERBB4,GABRB1,GRID2,GRIK2,HCN1,IL1RAPL1,LRRC4C,NLGN1,PLCB1,PTPRD,RIMS2,SYT1"
"GO:BP","regulation of cell junction assembly","GO:1901888","false","9.305924131124898e-8","7.031240492482755","235","74","11","27205","CNTNAP2,GRID2,IL1RAPL1,LINGO2,LRFN5,LRRTM4,MDGA2,NEGR1,NLGN1,NRG1,PTPRD"
"GO:BP","regulation of cellular component organization","GO:0051128","false","1.154134522231646e-7","6.93774356825307","2582","74","28","27205","ANK3,CNTNAP2,CSMD3,CTNNA2,DCC,DGKB,DMD,FRMPD4,GRID2,HECW2,IL1RAPL1,LINGO2,LRFN5,LRRC4C,LRRTM4,MAGI2,MDGA2,NAV3,NEGR1,NLGN1,NRG1,PLCB1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","postsynapse organization","GO:0099173","false","1.5872297301613917e-7","6.799360210409079","247","74","11","27205","CNTNAP2,CTNND2,DGKB,FRMPD4,GRID2,IL1RAPL1,LRRTM4,MAGI2,NLGN1,PPFIA2,PTPRD"
"GO:BP","presynapse assembly","GO:0099054","false","3.4221905929900917e-7","6.4656958068408334","55","74","7","27205","GRID2,IL1RAPL1,LRFN5,MDGA2,NLGN1,NRG1,PTPRD"
"GO:BP","plasma membrane bounded cell projection organization","GO:0120036","false","4.668996993397073e-7","6.330776405733251","1633","74","22","27205","ANK3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,GRID2,HECW2,LRRC4C,MAGI2,NEGR1,NLGN1,NRG1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","chemical synaptic transmission","GO:0007268","false","4.783528915484076e-7","6.320251596469371","895","74","17","27205","ATXN1,CADPS,CHRM3,CNTNAP2,DCC,DGKB,ERBB4,GABRB1,GRID2,GRIK2,HCN1,LRRC4C,NLGN1,PLCB1,PTPRD,RIMS2,SYT1"
"GO:BP","anterograde trans-synaptic signaling","GO:0098916","false","4.783528915484076e-7","6.320251596469371","895","74","17","27205","ATXN1,CADPS,CHRM3,CNTNAP2,DCC,DGKB,ERBB4,GABRB1,GRID2,GRIK2,HCN1,LRRC4C,NLGN1,PLCB1,PTPRD,RIMS2,SYT1"
"GO:BP","regulation of neuron projection development","GO:0010975","false","5.134053139837609e-7","6.289539640491454","547","74","14","27205","CSMD3,CTNNA2,DCC,DMD,GRID2,HECW2,LRRC4C,MAGI2,NEGR1,NLGN1,NRG1,PPFIA2,PTPRD,ROBO1"
"GO:BP","cell projection organization","GO:0030030","false","7.058972048610343e-7","6.15125853777542","1669","74","22","27205","ANK3,CNTN4,CNTNAP2,CSMD3,CTNNA2,CTNND2,DCC,DMD,GRID2,HECW2,LRRC4C,MAGI2,NEGR1,NLGN1,NRG1,PHACTR1,PPFIA2,PTPRD,RIMS1,RIMS2,ROBO1,SYT1"
"GO:BP","action potential","GO:0001508","false","7.262572801294531e-7","6.138909501136275","151","74","9","27205","ANK2,ANK3,CNTNAP2,CTNNA3,DMD,GRIK2,HCN1,KCND2,KCNH7"
"GO:BP","brain development","GO:0007420","false","7.949436168311583e-7","6.099663673566767","797","74","16","27205","ATXN1,CADM2,CNTN4,CNTNAP2,CTNNA2,DMD,ERBB4,GRID2,MACROD2,NEGR1,NRG1,PHACTR1,PLCB1,RGS7,ROBO1,SYT1"
"GO:BP","presynapse organization","GO:0099172","false","9.170736674594906e-7","6.037595776558852","63","74","7","27205","GRID2,IL1RAPL1,LRFN5,MDGA2,NLGN1,NRG1,PTPRD"
"GO:BP","regulation of monoatomic ion transmembrane transport","GO:0034765","false","9.701898943212106e-7","6.013143253378675","471","74","13","27205","ANK2,ANK3,DMD,HCN1,HECW2,KCNB2,KCND2,KCNH7,KCNIP4,KCNQ5,PDE4D,PLCB1,RGS7"
"GO:BP","central nervous system development","GO:0007417","false","0.0000010047675629011674","5.997934393790418","1077","74","18","27205","ATXN1,CADM2,CNTN4,CNTNAP2,CTNNA2,DCC,DMD,ERBB4,GABRB1,GRID2,MACROD2,NEGR1,NRG1,PHACTR1,PLCB1,RGS7,ROBO1,SYT1"
