,name,id,chr,chr_order,library,dtype,loci_name,start,end,hyb,delta,region_id
112,1:148742728-148759962,59,chr1,112,CTP11,combo,chr1_148742728_148759962,148742728,148759962,112,144999986,113
113,1:149877107-149889559,55,chr1,113,CTP13,combo,chr1_149877107_149889559,149877107,149889559,113,146134365,114
114,1:151250489-151259792,60,chr1,114,CTP11,combo,chr1_151250489_151259792,151250489,151259792,114,147507747,115
115,1:152397430-152457381,56,chr1,115,CTP13,combo,chr1_152397430_152457381,152397430,152457381,115,148654688,116
116,1:153750518-153760001,61,chr1,116,CTP11,combo,chr1_153750518_153760001,153750518,153760001,116,150007776,117
117,1:155710577-155718754,57,chr1,117,CTP13,combo,chr1_155710577_155718754,155710577,155718754,117,151967835,118
118,1:156250350-156259990,62,chr1,118,CTP11,combo,chr1_156250350_156259990,156250350,156259990,118,152507608,119
119,1:158749876-158759890,63,chr1,119,CTP11,combo,chr1_158749876_158759890,158749876,158759890,119,155007134,120
120,1:161250971-161259832,64,chr1,120,CTP11,combo,chr1_161250971_161259832,161250971,161259832,120,157508229,121
121,1:161260068-161272207,58,chr1,121,CTP13,combo,chr1_161260068_161272207,161260068,161272207,121,157517326,122
122,1:162053394-162071084,59,chr1,122,CTP13,combo,chr1_162053394_162071084,162053394,162071084,122,158310652,123
123,1:162711666-162722465,60,chr1,123,CTP13,combo,chr1_162711666_162722465,162711666,162722465,123,158968924,124
124,1:163749198-163759985,65,chr1,124,CTP11,combo,chr1_163749198_163759985,163749198,163759985,124,160006456,125
125,1:166252450-166259984,66,chr1,125,CTP11,combo,chr1_166252450_166259984,166252450,166259984,125,162509708,126
126,1:167066758-167075483,61,chr1,126,CTP13,combo,chr1_167066758_167075483,167066758,167075483,126,163324016,127
127,1:167242835-167251732,62,chr1,127,CTP13,combo,chr1_167242835_167251732,167242835,167251732,127,163500093,128
128,1:168746891-168759978,67,chr1,128,CTP11,combo,chr1_168746891_168759978,168746891,168759978,128,165004149,129
129,1:169859809-169871944,63,chr1,129,CTP13,combo,chr1_169859809_169871944,169859809,169871944,129,166117067,130
130,1:171252098-171259935,68,chr1,130,CTP11,combo,chr1_171252098_171259935,171252098,171259935,130,167509356,131
131,1:171459412-171470356,64,chr1,131,CTP13,combo,chr1_171459412_171470356,171459412,171470356,131,167716670,132
132,1:171843208-171853077,65,chr1,132,CTP13,combo,chr1_171843208_171853077,171843208,171853077,132,168100466,133
133,1:173342272-173351084,66,chr1,133,CTP13,combo,chr1_173342272_173351084,173342272,173351084,133,169599530,134
134,1:173740354-173759447,69,chr1,134,CTP11,combo,chr1_173740354_173759447,173740354,173759447,134,169997612,135
135,1:176249889-176259984,70,chr1,135,CTP11,combo,chr1_176249889_176259984,176249889,176259984,135,172507147,136
136,1:178376209-178389306,67,chr1,136,CTP13,combo,chr1_178376209_178389306,178376209,178389306,136,174633467,137
137,1:178751149-178759535,71,chr1,137,CTP11,combo,chr1_178751149_178759535,178751149,178759535,137,175008407,138
138,1:179080127-179089384,68,chr1,138,CTP13,combo,chr1_179080127_179089384,179080127,179089384,138,175337385,139
139,1:181252104-181259996,72,chr1,139,CTP11,combo,chr1_181252104_181259996,181252104,181259996,139,177509362,140
140,1:182477230-182484987,69,chr1,140,CTP13,combo,chr1_182477230_182484987,182477230,182484987,140,178734488,141
141,1:183752279-183759997,73,chr1,141,CTP11,combo,chr1_183752279_183759997,183752279,183759997,141,180009537,142
142,1:186251982-186259848,74,chr1,142,CTP11,combo,chr1_186251982_186259848,186251982,186259848,142,182509240,143
143,1:186665592-186673783,70,chr1,143,CTP13,combo,chr1_186665592_186673783,186665592,186673783,143,182922850,144
144,1:187669688-187679262,71,chr1,144,CTP13,combo,chr1_187669688_187679262,187669688,187679262,144,183926946,145
145,1:188751447-188759965,75,chr1,145,CTP11,combo,chr1_188751447_188759965,188751447,188759965,145,185008705,146
146,1:189040928-189050246,72,chr1,146,CTP13,combo,chr1_189040928_189050246,189040928,189050246,146,185298186,147
147,1:189207390-189217329,73,chr1,147,CTP13,combo,chr1_189207390_189217329,189207390,189217329,147,185464648,148
148,1:189510684-189521211,74,chr1,148,CTP13,combo,chr1_189510684_189521211,189510684,189521211,148,185767942,149
149,1:189900300-189910420,75,chr1,149,CTP13,combo,chr1_189900300_189910420,189900300,189910420,149,186157558,150
150,1:191250765-191259922,76,chr1,150,CTP11,combo,chr1_191250765_191259922,191250765,191259922,150,187508023,151
151,1:193105714-193114935,76,chr1,151,CTP13,combo,chr1_193105714_193114935,193105714,193114935,151,189362972,152
152,1:193746900-193756237,77,chr1,152,CTP11,combo,chr1_193746900_193756237,193746900,193756237,152,190004158,153
153,10:3751513-3759997,563,chr10,0,CTP11,combo,chr10_3751513_3759997,3751513,3759997,0,0,154
154,10:5634754-5643762,Vip,chr10,1,CTP13,combo,chr10_5634754_5643762,5634754,5643762,1,1877705,155
155,10:6240022-6259820,564,chr10,2,CTP11,combo,chr10_6240022_6259820,6240022,6259820,2,2488509,156
156,10:8210638-8219447,546,chr10,3,CTP13,combo,chr10_8210638_8219447,8210638,8219447,3,4459125,157
157,10:8752349-8759916,565,chr10,4,CTP11,combo,chr10_8752349_8759916,8752349,8759916,4,5000836,158
158,10:9846919-9864739,547,chr10,5,CTP13,combo,chr10_9846919_9864739,9846919,9864739,5,6095406,159
159,10:11246072-11259613,566,chr10,6,CTP11,combo,chr10_11246072_11259613,11246072,11259613,6,7494559,160
160,10:12859250-12868222,548,chr10,7,CTP13,combo,chr10_12859250_12868222,12859250,12868222,7,9107737,161
161,10:13577214-13590666,549,chr10,8,CTP13,combo,chr10_13577214_13590666,13577214,13590666,8,9825701,162
162,10:13751263-13760000,567,chr10,9,CTP11,combo,chr10_13751263_13760000,13751263,13760000,9,9999750,163
163,10:16246360-16259988,568,chr10,10,CTP11,combo,chr10_16246360_16259988,16246360,16259988,10,12494847,164
164,10:18742977-18759877,569,chr10,11,CTP11,combo,chr10_18742977_18759877,18742977,18759877,11,14991464,165
165,10:19556678-19586322,550,chr10,12,CTP13,combo,chr10_19556678_19586322,19556678,19586322,12,15805165,166
166,10:21248528-21259983,570,chr10,13,CTP11,combo,chr10_21248528_21259983,21248528,21259983,13,17497015,167
167,10:21934495-21947241,551,chr10,14,CTP13,combo,chr10_21934495_21947241,21934495,21947241,14,18182982,168
168,10:23228579-23239696,552,chr10,15,CTP13,combo,chr10_23228579_23239696,23228579,23239696,15,19477066,169
169,10:23748749-23759870,571,chr10,16,CTP11,combo,chr10_23748749_23759870,23748749,23759870,16,19997236,170
170,10:24980674-24992244,553,chr10,17,CTP13,combo,chr10_24980674_24992244,24980674,24992244,17,21229161,171
171,10:25438678-25449732,554,chr10,18,CTP13,combo,chr10_25438678_25449732,25438678,25449732,18,21687165,172
172,10:26249515-26259869,572,chr10,19,CTP11,combo,chr10_26249515_26259869,26249515,26259869,19,22498002,173
173,10:26291724-26302292,555,chr10,20,CTP13,combo,chr10_26291724_26302292,26291724,26302292,20,22540211,174
174,10:28133272-28143212,556,chr10,21,CTP13,combo,chr10_28133272_28143212,28133272,28143212,21,24381759,175
175,10:28740662-28759931,573,chr10,22,CTP11,combo,chr10_28740662_28759931,28740662,28759931,22,24989149,176
176,10:31248889-31259996,574,chr10,23,CTP11,combo,chr10_31248889_31259996,31248889,31259996,23,27497376,177
177,10:33746190-33758927,575,chr10,24,CTP11,combo,chr10_33746190_33758927,33746190,33758927,24,29994677,178
178,10:34171419-34181958,557,chr10,25,CTP13,combo,chr10_34171419_34181958,34171419,34181958,25,30419906,179
179,10:36246035-36256888,576,chr10,26,CTP11,combo,chr10_36246035_36256888,36246035,36256888,26,32494522,180
180,10:38743217-38750919,577,chr10,27,CTP11,combo,chr10_38743217_38750919,38743217,38750919,27,34991704,181
181,10:39000437-39011105,558,chr10,28,CTP13,combo,chr10_39000437_39011105,39000437,39011105,28,35248924,182
182,10:40096766-40109359,559,chr10,29,CTP13,combo,chr10_40096766_40109359,40096766,40109359,29,36345253,183
183,10:41219411-41230383,560,chr10,30,CTP13,combo,chr10_41219411_41230383,41219411,41230383,30,37467898,184
184,10:41251382-41259932,578,chr10,31,CTP11,combo,chr10_41251382_41259932,41251382,41259932,31,37499869,185
185,10:42576009-42584250,561,chr10,32,CTP13,combo,chr10_42576009_42584250,42576009,42584250,32,38824496,186
186,10:43312814-43323541,562,chr10,33,CTP13,combo,chr10_43312814_43323541,43312814,43323541,33,39561301,187
187,10:43748525-43759992,579,chr10,34,CTP11,combo,chr10_43748525_43759992,43748525,43759992,34,39997012,188
188,10:44324374-44337530,563,chr10,35,CTP13,combo,chr10_44324374_44337530,44324374,44337530,35,40572861,189
189,10:44665780-44677839,564,chr10,36,CTP13,combo,chr10_44665780_44677839,44665780,44677839,36,40914267,190
190,10:46249752-46259986,580,chr10,37,CTP11,combo,chr10_46249752_46259986,46249752,46259986,37,42498239,191
191,10:48740218-48759998,581,chr10,38,CTP11,combo,chr10_48740218_48759998,48740218,48759998,38,44988705,192
192,10:49782392-49792295,565,chr10,39,CTP13,combo,chr10_49782392_49792295,49782392,49792295,39,46030879,193
193,10:51243267-51259999,582,chr10,40,CTP11,combo,chr10_51243267_51259999,51243267,51259999,40,47491754,194
194,10:52727613-52740618,566,chr10,41,CTP13,combo,chr10_52727613_52740618,52727613,52740618,41,48976100,195
195,10:52923626-52936024,567,chr10,42,CTP13,combo,chr10_52923626_52936024,52923626,52936024,42,49172113,196
196,10:53750382-53759996,583,chr10,43,CTP11,combo,chr10_53750382_53759996,53750382,53759996,43,49998869,197
197,10:56240216-56259975,584,chr10,44,CTP11,combo,chr10_56240216_56259975,56240216,56259975,44,52488703,198
198,10:58635610-58644230,568,chr10,45,CTP13,combo,chr10_58635610_58644230,58635610,58644230,45,54884097,199
199,10:58746462-58759930,585,chr10,46,CTP11,combo,chr10_58746462_58759930,58746462,58759930,46,54994949,200
200,10:61251041-61259954,586,chr10,47,CTP11,combo,chr10_61251041_61259954,61251041,61259954,47,57499528,201
201,10:61347203-61356352,569,chr10,48,CTP13,combo,chr10_61347203_61356352,61347203,61356352,48,57595690,202
202,10:61571895-61581633,570,chr10,49,CTP13,combo,chr10_61571895_61581633,61571895,61581633,49,57820382,203
203,10:62865770-62877951,571,chr10,50,CTP13,combo,chr10_62865770_62877951,62865770,62877951,50,59114257,204
204,10:63169128-63179433,572,chr10,51,CTP13,combo,chr10_63169128_63179433,63169128,63179433,51,59417615,205
205,10:63740897-63756638,587,chr10,52,CTP11,combo,chr10_63740897_63756638,63740897,63756638,52,59989384,206
206,10:64066143-64075336,573,chr10,53,CTP13,combo,chr10_64066143_64075336,64066143,64075336,53,60314630,207
207,10:66247391-66259895,588,chr10,54,CTP11,combo,chr10_66247391_66259895,66247391,66259895,54,62495878,208
208,10:66905620-66916304,574,chr10,55,CTP13,combo,chr10_66905620_66916304,66905620,66916304,55,63154107,209
209,10:67878321-67888174,575,chr10,56,CTP13,combo,chr10_67878321_67888174,67878321,67888174,56,64126808,210
210,10:68749691-68760001,589,chr10,57,CTP11,combo,chr10_68749691_68760001,68749691,68760001,57,64998178,211
211,10:69244208-69255897,576,chr10,58,CTP13,combo,chr10_69244208_69255897,69244208,69255897,58,65492695,212
212,10:71250749-71259981,590,chr10,59,CTP11,combo,chr10_71250749_71259981,71250749,71259981,59,67499236,213
213,10:71317922-71329172,577,chr10,60,CTP13,combo,chr10_71317922_71329172,71317922,71329172,60,67566409,214
214,10:73747691-73759891,591,chr10,61,CTP11,combo,chr10_73747691_73759891,73747691,73759891,61,69996178,215
215,10:75877316-75898355,579,chr10,62,CTP13,combo,chr10_75877316_75898355,75877316,75898355,62,72125803,216
216,10:76252105-76259992,592,chr10,63,CTP11,combo,chr10_76252105_76259992,76252105,76259992,63,72500592,217
217,10:78748883-78759822,593,chr10,64,CTP11,combo,chr10_78748883_78759822,78748883,78759822,64,74997370,218
218,10:79724454-79734149,580,chr10,65,CTP13,combo,chr10_79724454_79734149,79724454,79734149,65,75972941,219
219,10:81252100-81260001,594,chr10,66,CTP11,combo,chr10_81252100_81260001,81252100,81260001,66,77500587,220
220,10:82662383-82675467,581,chr10,67,CTP13,combo,chr10_82662383_82675467,82662383,82675467,67,78910870,221
221,10:83636600-83645786,582,chr10,68,CTP13,combo,chr10_83636600_83645786,83636600,83645786,68,79885087,222
222,10:83750740-83759977,595,chr10,69,CTP11,combo,chr10_83750740_83759977,83750740,83759977,69,79999227,223
223,10:83896332-83906922,583,chr10,70,CTP13,combo,chr10_83896332_83906922,83896332,83906922,70,80144819,224
224,10:84122257-84132220,584,chr10,71,CTP13,combo,chr10_84122257_84132220,84122257,84132220,71,80370744,225
225,10:84979628-84989988,585,chr10,72,CTP13,combo,chr10_84979628_84989988,84979628,84989988,72,81228115,226
226,10:86056349-86066706,586,chr10,73,CTP13,combo,chr10_86056349_86066706,86056349,86066706,73,82304836,227
227,10:86252896-86260000,596,chr10,74,CTP11,combo,chr10_86252896_86260000,86252896,86260000,74,82501383,228
228,10:87489881-87500372,587,chr10,75,CTP13,combo,chr10_87489881_87500372,87489881,87500372,75,83738368,229
229,10:87902350-87912070,588,chr10,76,CTP13,combo,chr10_87902350_87912070,87902350,87912070,76,84150837,230
230,10:88751030-88759997,597,chr10,77,CTP11,combo,chr10_88751030_88759997,88751030,88759997,77,84999517,231
231,10:91187762-91201376,589,chr10,78,CTP13,combo,chr10_91187762_91201376,91187762,91201376,78,87436249,232
232,10:91242559-91260001,598,chr10,79,CTP11,combo,chr10_91242559_91260001,91242559,91260001,79,87491046,233
233,10:92227361-92247081,590,chr10,80,CTP13,combo,chr10_92227361_92247081,92227361,92247081,80,88475848,234
234,10:93676208-93685027,591,chr10,81,CTP13,combo,chr10_93676208_93685027,93676208,93685027,81,89924695,235
235,10:93751462-93759927,599,chr10,82,CTP11,combo,chr10_93751462_93759927,93751462,93759927,82,89999949,236
236,10:94072935-94082845,592,chr10,83,CTP13,combo,chr10_94072935_94082845,94072935,94082845,83,90321422,237
237,10:94248499-94257428,593,chr10,84,CTP13,combo,chr10_94248499_94257428,94248499,94257428,84,90496986,238
238,10:96171001-96180518,594,chr10,85,CTP13,combo,chr10_96171001_96180518,96171001,96180518,85,92419488,239
239,10:96250380-96260000,600,chr10,86,CTP11,combo,chr10_96250380_96260000,96250380,96260000,86,92498867,240
240,10:98615375-98627822,595,chr10,87,CTP13,combo,chr10_98615375_98627822,98615375,98627822,87,94863862,241
241,10:98750249-98759905,601,chr10,88,CTP11,combo,chr10_98750249_98759905,98750249,98759905,88,94998736,242
242,10:98940738-98950337,596,chr10,89,CTP13,combo,chr10_98940738_98950337,98940738,98950337,89,95189225,243
243,10:99178188-99189355,597,chr10,90,CTP13,combo,chr10_99178188_99189355,99178188,99189355,90,95426675,244
244,10:101245606-101259872,602,chr10,91,CTP11,combo,chr10_101245606_101259872,101245606,101259872,91,97494093,245
245,10:103742442-103759968,603,chr10,92,CTP11,combo,chr10_103742442_103759968,103742442,103759968,92,99990929,246
246,10:105512469-105523013,598,chr10,93,CTP13,combo,chr10_105512469_105523013,105512469,105523013,93,101760956,247
247,10:106245451-106259999,604,chr10,94,CTP11,combo,chr10_106245451_106259999,106245451,106259999,94,102493938,248
