gene_id	WT_rep1	WT_rep2	WT_rep3	R168X_rep1	R168X_rep2	R168X_rep3
Cyhr1	1323.00	1139.00	849.00	1165.00	1007.00	1507.00
Cylc1	0.00	0.00	0.00	9.00	7.00	11.00
Cylc2	0.00	0.00	0.00	0.00	0.00	0.00
Cyld	1341.00	1115.00	898.00	1346.00	1023.00	1273.00
Cym	0.00	0.00	0.00	0.00	0.00	0.00
Cyp11a1	14.00	7.00	8.00	5.00	1.00	5.00
Cyp11b1	0.00	2.00	1.00	1.00	0.00	0.00
Cyp11b2	0.00	0.00	0.00	0.00	0.00	0.00
Cyp17a1	1.00	0.00	1.00	0.00	2.00	1.00
Cyp19a1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp1a1	1.00	7.00	0.00	1.00	0.00	0.00
Cyp1a2	0.00	0.00	0.00	0.00	0.00	1.00
Cyp1b1	3237.00	2457.00	2164.00	2548.00	2078.00	2242.00
Cyp20a1	688.00	586.00	429.00	733.00	710.00	916.00
Cyp21a1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp24a1	1.00	0.00	1.00	0.00	1.00	0.00
Cyp26a1	1.00	0.00	0.00	0.00	0.00	1.00
Cyp26b1	12677.00	9521.00	7811.00	6228.00	3864.00	4409.00
Cyp26c1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp27a1	16.00	29.00	19.00	21.00	10.00	22.00
Cyp27b1	0.00	0.00	1.00	1.00	0.00	0.00
Cyp2a12	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2a22	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2a4	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2a5	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2ab1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2b10	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2b13	0.00	0.00	0.00	1.00	0.00	0.00
Cyp2b19	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2b23	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2b9	2.00	0.00	0.00	0.00	0.00	0.00
Cyp2c23	1.00	2.00	0.00	0.00	2.00	0.00
Cyp2c29	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c37	0.00	0.00	0.00	0.00	1.00	0.00
Cyp2c38	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c39	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c40	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c50	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c53-ps	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c54	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c55	1.00	1.00	0.00	3.00	4.00	3.00
Cyp2c65	0.00	1.00	0.00	1.00	0.00	0.00
Cyp2c66	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c67	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c68	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c69	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2c70	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2d10	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2d11	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2d12	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2d13	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2d22	12.00	7.00	6.00	3.00	2.00	11.00
Cyp2d26	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2d34	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2d37-ps	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2d40	1.00	0.00	0.00	1.00	0.00	0.00
Cyp2d9	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2e1	1.00	1.00	2.00	2.00	0.00	1.00
Cyp2f2	11.00	5.00	6.00	2.00	2.00	4.00
Cyp2g1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2j11	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2j12	0.00	0.00	0.00	1.00	0.00	0.00
Cyp2j13	0.00	0.00	0.00	0.00	0.00	1.00
Cyp2j5	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2j6	187.00	146.00	117.00	123.00	118.00	143.00
Cyp2j8	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2j9	14.00	12.00	12.00	18.00	13.00	19.00
Cyp2r1	10.00	5.00	4.00	10.00	18.00	7.00
Cyp2s1	5.00	1.00	2.00	2.00	2.00	1.00
Cyp2t4	0.00	0.00	0.00	0.00	0.00	0.00
Cyp2u1	141.00	132.00	102.00	127.00	57.00	87.00
Cyp2w1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp39a1	110.00	96.00	71.00	98.00	77.00	94.00
Cyp3a11	0.00	0.00	0.00	0.00	0.00	0.00
Cyp3a13	0.00	0.00	0.00	1.00	0.00	0.00
Cyp3a16	0.00	0.00	1.00	0.00	0.00	0.00
Cyp3a25	0.00	0.00	0.00	0.00	0.00	0.00
Cyp3a41a	0.00	0.00	0.00	0.00	0.00	1.00
Cyp3a41b	0.00	0.00	0.00	0.00	0.00	0.00
Cyp3a44	0.00	0.00	0.00	0.00	0.00	0.00
Cyp3a57	0.00	0.00	0.00	0.00	0.00	0.00
Cyp3a59	1.00	0.00	0.00	0.00	0.00	0.00
Cyp46a1	38.00	29.00	30.00	47.00	34.00	53.00
Cyp4a10	0.00	0.00	0.00	0.00	0.00	0.00
Cyp4a12a	0.00	0.00	5.00	0.00	0.00	0.00
Cyp4a12b	10.00	10.00	0.00	12.00	7.00	11.00
Cyp4a14	0.00	0.00	0.00	0.00	0.00	0.00
Cyp4a29	0.00	0.00	0.00	0.00	0.00	0.00
Cyp4a30b	0.00	0.00	0.00	0.00	0.00	0.00
Cyp4a31	0.00	0.00	0.00	0.00	0.00	0.00
Cyp4a32	0.00	0.00	0.00	0.00	0.00	0.00
Cyp4b1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp4b1-ps2	0.00	0.00	0.00	0.00	0.00	0.00
Cyp4f13	44.99	42.54	39.26	47.67	51.74	57.58
Cyp4f14	5.05	2.14	2.04	1.02	1.02	1.03
Cyp4f15	1.00	2.03	1.00	2.00	0.00	2.03
Cyp4f16	93.68	81.99	61.69	99.17	95.74	121.22
Cyp4f17	173.38	168.25	130.97	110.14	84.76	111.56
Cyp4f18	0.00	0.00	0.00	0.00	0.00	0.00
Cyp4f37	2.90	3.02	4.04	0.00	2.75	4.59
Cyp4f39	7.00	8.00	5.00	30.00	16.00	27.00
Cyp4f40	1.00	2.03	0.00	1.01	0.00	0.00
Cyp4f41-ps	2.00	0.00	0.00	1.00	2.00	0.00
Cyp4v3	370.00	241.00	225.00	199.00	138.00	200.00
Cyp4x1	53.00	58.00	49.00	25.00	26.00	33.00
Cyp4x1os	0.00	1.00	0.00	0.00	0.00	0.00
Cyp51	3847.00	3282.00	2366.00	4093.00	3806.00	4973.00
Cyp7a1	0.00	0.00	0.00	0.00	0.00	0.00
Cyp7b1	27.00	20.00	15.00	28.00	23.00	28.00
Cyp8b1	0.00	0.00	0.00	0.00	0.00	0.00
Cypt1	0.00	0.00	0.00	0.00	0.00	0.00
Cypt10	0.00	0.00	0.00	0.00	0.00	0.00
Cypt12	0.00	0.00	0.00	0.00	0.00	0.00
Cypt14	0.00	0.00	0.00	0.00	0.00	0.00
Cypt15	0.00	0.00	0.00	0.00	0.00	0.00
Cypt2	0.00	0.00	0.00	0.00	0.00	0.00
Cypt3	0.00	0.00	0.00	0.00	0.00	0.00
Cypt4	0.00	0.00	0.00	0.00	0.00	0.00
Cypt7	1.00	1.00	0.00	0.00	0.00	0.00
Cypt8	0.00	0.00	0.00	0.00	0.00	0.00
Cypt9	0.00	0.00	0.00	0.00	0.00	0.00
Cyren	95.00	133.00	68.00	87.00	86.00	109.00
Cys1	68.00	55.00	46.00	52.00	43.00	36.00
Cysltr1	2.00	1.00	4.00	1.00	1.00	0.00
Cysltr2	0.00	0.00	0.00	0.00	0.00	1.00
Cysrt1	0.00	0.00	0.00	0.00	0.00	0.00
Cystm1	277.00	270.00	171.00	313.00	264.00	440.00
Cyth1	513.00	444.00	314.00	634.00	550.00	693.00
Cyth2	1870.00	1597.00	1124.00	1784.00	1635.00	2489.00
Cyth3	1490.00	1201.00	962.00	1203.00	990.00	1335.00
Cyth4	4.00	5.00	0.00	4.00	0.00	2.00
Cytip	1.00	0.00	1.00	1.00	0.00	2.00
Cytl1	1.00	0.00	0.00	0.00	0.00	0.00
Cyyr1	0.00	1.00	1.00	2.00	1.00	1.00
Czib	236.00	187.00	115.00	171.00	159.00	272.00
D030018L15Rik	0.00	0.00	0.00	2.00	0.00	0.00
D030024E09Rik	0.00	0.00	0.00	0.00	0.00	0.00
D030025E07Rik	0.00	0.00	0.00	0.00	0.00	0.00
D030025P21Rik	12.00	20.00	13.00	15.00	12.00	20.00
D030028A08Rik	34.00	26.00	16.00	34.00	23.00	34.00
D030040B21Rik	0.00	3.00	2.01	0.00	4.02	4.00
D030045P18Rik	1.00	0.00	0.00	1.00	0.00	0.00
D030047H15Rik	0.00	1.00	0.00	1.00	2.00	2.00
D030056L22Rik	569.00	434.00	339.00	505.00	473.00	723.00
D030068K23Rik	0.00	0.00	1.00	0.00	0.00	0.00
D10Wsu102e	847.00	698.00	558.00	774.00	628.00	800.00
D11Wsu47e	242.00	198.00	145.00	271.00	194.00	251.00
D130009I18Rik	0.00	2.00	1.00	1.00	0.00	0.00
D130017N08Rik	57.00	39.00	43.00	57.00	49.00	54.00
D130020L05Rik	16.00	23.00	8.00	11.00	14.00	22.00
D130040H23Rik	80.67	78.95	75.74	163.60	127.70	119.32
D130043K22Rik	159.00	130.00	96.00	146.00	129.00	172.00
D14Ertd670e	0.00	0.00	0.00	0.00	0.00	0.00
D16Ertd472e	160.00	146.00	112.00	143.00	117.00	145.00
D16Ertd519e	0.00	0.00	0.00	0.00	0.00	0.00
D17Ertd648e	0.00	0.00	0.00	0.00	0.00	0.00
D17H6S53E	230.00	208.00	158.00	235.00	200.00	273.00
D17H6S56E-5	528.00	484.00	370.00	522.00	430.00	534.00
D1Ertd622e	522.00	437.00	324.00	495.00	464.00	616.00
D1Pas1	82.01	62.00	59.00	163.01	137.00	196.08
D230017M19Rik	7.00	3.00	3.00	6.00	8.00	12.00
D230025D16Rik	559.00	422.00	317.00	634.00	526.00	685.00
D230030E09Rik	0.00	0.00	0.00	0.00	0.00	0.00
D2hgdh	277.00	225.00	193.00	225.00	156.00	200.00
D330023K18Rik	13.00	10.00	8.00	44.00	30.00	50.00
D330041H03Rik	23.00	13.00	14.00	11.00	18.00	18.00
D330046F09Rik	1.00	0.00	0.00	0.00	0.00	1.00
D330050G23Rik	3.00	1.00	3.00	2.00	2.00	3.00
D330050I16Rik	18.38	25.32	15.32	25.17	22.00	33.60
D3Ertd254e	608.00	543.00	443.00	876.00	752.00	677.00
D3Ertd751e	78.00	58.00	58.00	108.00	93.00	103.00
D430019H16Rik	2050.00	1765.00	1259.00	2531.00	2138.00	2424.00
D430020J02Rik	183.00	153.00	117.00	208.00	182.00	185.00
D430036J16Rik	0.00	0.00	0.00	0.00	0.00	0.00
D430041D05Rik	34.00	24.00	23.00	74.00	61.00	61.00
D430042O09Rik	290.00	217.00	176.00	259.00	190.00	229.00
D4Ertd617e	0.00	1.31	1.26	1.52	0.00	0.00
D530049I02Rik	0.00	0.00	0.00	0.00	0.00	0.00
D5Ertd577e	0.00	0.00	0.00	0.00	0.00	0.00
D5Ertd579e	1616.00	1330.00	1075.00	1840.00	1381.00	1634.00
D5Ertd605e	1.00	0.00	0.00	1.00	1.00	1.00
D5Ertd615e	0.00	0.00	0.00	1.00	0.00	1.00
D630003M21Rik	499.00	365.00	294.00	346.00	249.00	330.00
D630010B17Rik	7.00	10.00	14.00	14.00	12.00	13.00
D630013N20Rik	0.00	0.00	0.00	0.00	0.00	0.00
D630023F18Rik	7.00	5.00	3.00	1.00	5.00	3.00
D630024D03Rik	0.00	0.00	0.00	0.00	0.00	0.00
D630029K05Rik	0.00	0.00	0.00	0.00	1.00	1.00
D630033O11Rik	0.00	0.00	1.00	0.00	0.00	0.00
D630039A03Rik	2.00	0.00	0.00	1.00	0.00	0.00
D630041G03Rik	16.00	17.00	15.00	30.00	19.00	20.00
D630044L22Rik	0.00	0.00	0.00	0.00	0.00	1.00
D630045J12Rik	2222.46	1857.86	1332.64	2525.64	1765.46	1599.37
D6Ertd474e	0.00	1.00	0.00	0.00	0.00	1.00
D6Ertd527e	0.00	2.00	0.00	2.00	0.00	2.00
D6Wsu163e	556.00	478.00	356.00	540.00	559.00	692.00
D730003I15Rik	14.00	9.00	8.00	11.00	8.00	12.00
D730005E14Rik	2.00	3.00	5.00	2.00	1.00	1.00
D730045A05Rik	0.00	0.00	0.00	0.00	0.00	0.00
D730050B12Rik	0.00	0.00	2.00	0.00	0.00	0.00
D7Ertd143e	1.00	0.00	0.00	2.00	0.00	1.00
D7Ertd443e	6.00	4.00	5.00	4.00	10.00	4.00
D830005E20Rik	1.00	0.00	0.00	0.00	0.00	0.00
D830013O20Rik	1.00	0.00	0.00	0.00	0.00	0.00
D830026I12Rik	0.00	0.00	0.00	0.00	0.00	0.00
D830030K20Rik	5.66	11.85	0.00	2.20	0.00	0.00
D830031N03Rik	1362.00	1085.00	883.00	1408.00	885.00	1000.00
D830032E09Rik	0.00	0.00	0.00	0.00	0.00	0.00
D830050J10Rik	67.00	53.00	38.00	43.00	30.00	65.00
D8Ertd738e	511.00	415.00	295.00	372.00	382.00	584.00
D930007P13Rik	0.00	1.00	0.00	0.00	1.00	0.00
D930015M05Rik	2.00	2.00	1.00	0.00	1.00	1.00
D930016D06Rik	64.00	40.00	39.00	65.00	66.00	65.00
D930020B18Rik	3.00	2.00	2.00	8.00	8.00	10.00
D930028M14Rik	1327.00	1199.00	839.00	1061.00	1075.00	1872.00
D930032P07Rik	0.00	0.00	1.00	0.00	0.00	0.00
D930048N14Rik	3.00	2.00	1.00	1.00	1.00	1.00
DQ267100	0.00	0.00	0.00	0.00	0.00	1.00
DQ267101	0.00	0.00	0.00	0.00	0.00	0.00
DQ267102	3.00	2.00	1.00	2.00	1.00	1.00
DXBay18	4.00	0.00	0.00	0.00	0.00	9.00
Daam1	3199.00	2739.00	1997.00	4211.00	3731.00	4122.00
Daam2	508.00	361.00	295.00	403.00	293.00	356.00
Dab1	271.00	208.00	167.00	432.00	288.00	356.00
Dab2	1394.00	1000.00	844.00	998.00	653.00	761.00
Dab2ip	2430.00	1869.00	1443.00	2860.00	2139.00	2508.00
Dach1	2040.00	1693.00	1309.00	4336.00	3367.00	3412.00
Dach2	127.00	139.00	83.00	130.00	136.00	133.00
Dact1	1570.00	1171.00	969.00	1099.00	913.00	1143.00
Dact2	326.00	297.00	206.00	437.00	342.00	495.00
Dact3	898.00	856.00	601.00	715.00	527.00	772.00
Dad1	713.00	511.00	439.00	630.00	536.00	692.00
Dag1	5673.00	4379.00	3579.00	5391.00	3575.00	3793.00
Dagla	365.00	290.00	220.00	222.00	160.00	176.00
Daglb	399.00	326.00	255.00	345.00	258.00	374.00
Dalir	0.00	0.00	0.00	0.00	0.00	0.00
Dalrd3	188.00	133.00	114.00	176.00	167.00	260.00
Dancr	42.72	26.39	30.32	47.08	25.74	38.25
Dand5	45.00	45.00	19.00	44.00	44.00	61.00
Dao	0.00	0.00	0.00	0.00	0.00	0.00
Dap	562.00	471.00	376.00	373.00	269.00	378.00
Dap3	877.00	695.00	583.00	919.00	854.00	1310.00
Dapk1	5196.00	4207.00	3171.00	4616.00	3551.00	4480.00
Dapk2	68.00	41.00	42.00	42.00	28.00	65.00
Dapk3	607.00	485.00	358.00	578.00	481.00	699.00
Dapl1	0.00	0.00	0.00	0.00	0.00	0.00
Dapp1	12.00	22.00	18.00	24.00	8.00	15.00
Dars	1897.00	1496.00	1171.00	2037.00	2052.00	2565.00
Dars2	462.00	389.00	271.00	372.00	341.00	545.00
Daw1	0.00	0.00	0.00	0.00	0.00	1.00
Daxx	575.00	480.00	406.00	561.00	428.00	620.00
Dazap1	1403.00	1259.00	892.00	1450.00	1315.00	1582.00
Dazap2	1026.00	817.00	659.00	1235.00	1050.00	1159.00
Dazl	1799.00	1468.00	1086.00	4589.00	4330.00	4318.00
Dbf4	338.00	326.00	202.00	356.00	361.00	372.00
Dbh	0.00	0.00	0.00	1.00	0.00	0.00
Dbhos	0.00	0.00	0.00	0.00	0.00	0.00
Dbi	991.00	741.00	648.00	780.00	629.00	923.00
Dbil5	3.00	1.00	0.00	1.00	2.00	2.00
Dbn1	9517.00	8021.00	5913.00	9773.00	8088.00	10794.00
Dbndd1	394.00	333.00	233.00	510.00	489.00	700.00
Dbndd2	311.00	281.00	209.00	204.00	187.00	404.00
Dbnl	1550.00	1341.00	987.00	1456.00	1238.00	2043.00
Dbp	678.00	529.00	476.00	432.00	332.00	486.00
Dbpht2	18.00	14.00	8.00	27.00	19.00	25.00
Dbr1	310.00	265.00	184.00	377.00	301.00	492.00
Dbt	325.00	242.00	188.00	301.00	283.00	343.00
Dbx1	0.00	0.00	0.00	0.00	0.00	2.00
Dbx2	18.00	14.00	14.00	21.00	19.00	21.00
Dcaf1	976.00	827.00	646.00	1178.00	1089.00	1317.00
Dcaf10	1109.00	920.00	723.00	1564.00	1268.00	1605.00
Dcaf11	758.00	649.00	479.00	561.00	515.00	752.00
Dcaf12	1611.00	1392.00	994.00	1887.00	1565.00	2065.00
Dcaf12l1	138.89	135.00	103.00	173.99	136.00	143.00
Dcaf12l2	3.11	3.00	1.00	2.01	1.00	1.00
Dcaf13	716.00	544.00	452.00	725.00	613.00	996.00
Dcaf15	560.00	492.00	365.00	640.00	592.00	860.00
Dcaf17	461.00	351.00	259.00	512.00	453.00	517.00
Dcaf4	243.00	190.00	139.00	222.00	194.00	265.00
Dcaf5	2400.00	1914.00	1413.00	2364.00	1834.00	2186.00
Dcaf6	974.00	732.00	618.00	1053.00	845.00	1134.00
Dcaf7	4834.00	3960.00	3045.00	4982.00	3524.00	4245.00
Dcaf8	2128.00	1590.00	1348.00	1935.00	1613.00	2065.00
Dcakd	1661.00	1322.00	1020.00	1694.00	1448.00	1804.00
Dcbld1	89.00	67.00	41.00	51.00	49.00	69.00
Dcbld2	3773.00	2971.00	2294.00	3701.00	2712.00	2999.00
Dcc	701.00	596.00	454.00	1823.00	1458.00	1347.00
Dcdc2a	3.00	3.00	4.00	6.00	3.00	3.00
Dcdc2b	1.00	1.00	1.00	4.00	0.00	2.00
Dcdc2c	0.00	0.00	0.00	0.00	0.00	0.00
Dchs1	4607.00	3926.00	2970.00	4336.00	2697.00	3008.00
Dchs2	166.00	138.00	106.00	295.00	239.00	224.00
Dck	783.00	583.00	514.00	1033.00	875.00	980.00
Dclk1	5920.00	4864.00	3754.00	7499.00	5568.00	5518.00
Dclk2	841.00	701.00	498.00	924.00	744.00	944.00
Dclk3	16.00	21.00	21.00	22.00	19.00	31.00
Dclre1a	282.00	225.00	183.00	312.00	261.00	307.00
Dclre1b	241.00	173.00	113.00	262.00	228.00	270.00
Dclre1c	176.00	107.00	87.00	137.00	143.00	160.00
Dcn	4462.00	3247.00	2901.00	3461.00	2853.00	3287.00
Dcp1a	838.00	696.00	557.00	1129.00	844.00	934.00
Dcp1b	138.00	108.00	76.00	205.00	161.00	180.00
Dcp2	2134.00	1763.00	1312.00	2458.00	1799.00	2054.00
Dcpp1	0.00	0.00	0.00	0.00	0.00	0.00
Dcpp2	0.00	0.00	0.00	0.00	0.00	0.00
Dcpp3	0.00	0.00	0.00	0.00	0.00	0.00
Dcps	256.00	235.00	147.00	243.00	233.00	341.00
Dcst1	1.00	0.00	0.00	0.00	0.00	0.00
Dcstamp	1.00	0.00	1.00	1.00	0.00	0.00
Dct	0.00	0.00	0.00	0.00	0.00	0.00
Dctd	79.00	95.00	66.00	100.00	88.00	130.00
Dctn1	8152.00	6650.00	4763.00	6929.00	5362.00	7316.00
Dctn2	3100.00	2684.00	1906.00	3143.00	3107.00	4814.00
Dctn3	565.00	455.00	337.00	566.00	545.00	901.00
Dctn4	2598.00	2121.00	1647.00	3258.00	3051.00	3721.00
Dctn5	988.00	771.00	629.00	1242.00	1155.00	1299.00
Dctn6	577.00	507.00	334.00	677.00	581.00	803.00
Dctpp1	101.00	96.00	63.00	98.00	95.00	147.00
Dcun1d1	1257.00	1025.00	767.00	1498.00	1345.00	1612.00
Dcun1d2	359.00	287.00	204.00	383.00	306.00	422.00
Dcun1d3	1496.00	1234.00	1032.00	1768.00	1530.00	1862.00
Dcun1d4	1170.00	950.00	698.00	1115.00	938.00	1132.00
Dcun1d5	960.00	812.00	612.00	873.00	748.00	1174.00
Dcx	18317.95	15667.00	11755.00	30417.93	24753.00	22335.00
Dcxr	227.00	188.00	135.00	96.00	88.00	152.00
Dda1	1354.00	1058.00	865.00	1422.00	1303.00	1695.00
Ddah1	1448.00	1146.00	899.00	1730.00	1355.00	1460.00
Ddah2	3141.00	2719.00	2000.00	2951.00	2787.00	4997.00
Ddb1	16319.00	13184.00	9910.00	14937.00	12277.00	17210.00
Ddb2	25.00	16.00	16.00	30.00	28.00	32.00
Ddc	6.00	6.00	6.00	1.00	0.00	1.00
Ddhd1	596.60	540.00	402.00	750.00	689.00	762.00
Ddhd2	1797.00	1534.00	1070.00	2067.00	1800.00	2511.00
Ddi1	0.00	0.00	0.00	0.00	0.00	0.00
Ddi2	1204.43	1071.86	803.54	1408.33	1045.37	1314.79
Ddias	269.00	206.00	168.00	253.00	248.00	302.00
Ddit3	189.00	160.00	115.00	208.00	202.00	320.00
Ddit4	1158.00	884.00	659.00	558.00	530.00	760.00
Ddit4l	55.00	38.00	37.00	25.00	35.00	31.00
Ddn	4.00	4.00	0.00	1.00	1.00	0.00
Ddo	22.00	9.00	18.00	18.00	17.00	19.00
Ddost	2466.00	2006.00	1584.00	2086.00	2046.00	2895.00
Ddr1	5176.00	4169.00	3333.00	4749.00	3453.00	4612.00
Ddr2	5613.00	4397.00	3484.00	4207.00	2934.00	3615.00
Ddrgk1	551.00	488.00	309.00	413.00	375.00	596.00
Ddt	197.00	160.00	138.00	158.00	139.00	231.00
Ddx1	2512.00	2064.00	1597.00	2585.00	2052.00	2969.00
Ddx10	538.00	442.00	349.00	634.00	556.00	691.00
Ddx11	69.00	65.00	47.00	85.00	61.00	82.00
Ddx17	7047.00	5685.00	4270.00	7924.00	6697.00	8538.00
Ddx18	897.00	736.00	546.00	828.00	694.00	1097.00
Ddx19a	1325.61	1147.42	836.42	1471.21	1262.85	1901.38
Ddx19b	2030.39	1801.58	1291.58	1988.79	1553.15	1926.62
Ddx20	495.00	411.00	288.00	574.00	583.00	819.00
Ddx21	2125.00	1730.00	1328.00	2265.00	1720.00	2349.00
Ddx23	1475.00	1234.00	937.00	1336.00	1005.00	1467.00
Ddx24	2307.00	1885.00	1479.00	2185.00	1906.00	2723.00
Ddx25	473.00	386.00	287.00	451.00	395.00	566.00
Ddx27	432.00	354.00	259.00	473.00	377.00	513.00
Ddx28	331.00	311.00	242.00	349.00	333.00	515.00
Ddx31	184.00	176.00	111.00	175.00	185.00	244.00
Ddx39	816.00	735.00	511.00	803.00	773.00	1254.00
Ddx39b	2631.84	2156.23	1667.00	2094.88	1911.39	2664.00
Ddx3x	6485.99	5249.00	4096.00	8428.84	6337.65	7105.79
Ddx3y	1229.00	954.00	775.00	1319.16	1123.35	1325.13
Ddx4	1512.00	1354.00	982.00	1983.00	1739.00	2192.00
Ddx41	429.00	351.00	277.00	381.00	322.00	491.00
Ddx42	2551.00	2058.00	1586.00	2573.00	1962.00	2647.00
Ddx43	14.00	10.00	8.00	15.00	11.00	7.00
Ddx46	1487.00	1139.00	860.00	1575.00	1195.00	1612.00
Ddx47	1072.00	849.00	633.00	803.00	771.00	1141.00
Ddx49	466.00	387.00	264.00	474.00	440.00	617.00
Ddx5	15850.00	13027.00	9792.00	17215.00	14698.00	20136.00
Ddx50	1247.00	998.00	741.00	1254.00	1174.00	1670.00
Ddx51	293.00	251.00	213.00	337.00	285.00	368.00
Ddx52	581.00	457.00	348.00	622.00	618.00	715.00
Ddx54	1026.00	814.00	650.00	991.00	744.00	936.00
Ddx55	156.00	145.00	95.00	179.00	154.00	193.00
Ddx56	617.00	484.00	349.00	548.00	457.00	684.00
Ddx58	604.00	469.00	426.00	454.00	297.00	396.00
Ddx59	217.00	166.00	119.00	188.00	189.00	225.00
Ddx6	7998.00	6279.00	5041.00	7666.00	5845.00	6785.00
Ddx60	15.00	14.00	33.00	16.00	16.00	12.00
Deaf1	453.00	323.00	258.00	454.00	378.00	531.00
Decr1	459.00	360.00	316.00	318.00	335.00	492.00
Decr2	464.00	384.00	286.00	442.00	382.00	484.00
Dedd	892.00	781.00	531.00	936.00	831.00	1093.00
Dedd2	156.00	123.00	81.00	171.00	146.00	205.00
Def6	36.00	34.00	22.00	18.00	9.00	22.00
Def8	1407.00	1170.00	885.00	1228.00	927.00	1255.00
Defa-ps1	0.00	0.00	0.00	0.00	0.00	0.00
Defa-ps12	0.00	0.00	0.00	0.00	0.00	0.00
Defa-ps13	0.00	0.00	0.00	0.00	0.00	0.00
Defa17	0.00	0.00	0.00	0.00	0.00	0.00
Defa2	0.00	0.00	0.00	0.00	3.00	3.00
Defa20	0.00	0.00	0.00	0.00	0.00	0.00
Defa21	0.00	0.00	0.00	0.00	1.00	0.00
Defa22	0.00	0.00	0.00	0.00	0.00	2.00
Defa23	0.00	0.00	0.00	0.00	0.00	0.00
Defa24	0.00	0.00	0.00	2.00	0.00	0.00
Defa25	0.00	0.00	0.00	0.00	0.00	0.00
Defa26	0.00	0.00	0.00	0.00	0.00	0.00
Defa27	0.00	0.00	0.00	0.00	0.00	0.00
Defa28	0.00	0.00	0.00	0.00	0.00	0.00
Defa29	0.00	0.00	0.00	4.00	2.00	0.00
Defa3	0.00	0.00	0.00	1.00	0.00	0.00
Defa30	0.00	0.00	0.00	0.00	0.00	3.00
Defa31	0.00	0.00	0.00	0.00	0.00	0.00
Defa32	0.00	0.00	0.00	0.50	0.00	0.00
Defa33	0.00	0.00	0.00	0.50	0.00	0.00
Defa34	0.00	0.00	0.00	0.00	2.00	0.00
Defa35	0.00	0.00	0.00	0.00	0.00	0.00
Defa36	0.00	0.00	0.00	0.00	0.00	0.00
Defa37	0.00	0.00	0.00	0.00	0.00	3.00
Defa4	0.00	0.00	0.00	0.00	0.00	0.00
Defa5	0.00	0.00	0.00	0.00	0.00	0.00
Defa6	0.00	0.00	0.00	0.00	0.00	0.00
Defb1	0.00	0.00	0.00	0.00	0.00	0.00
Defb10	0.00	0.00	0.00	0.00	0.00	0.00
Defb11	0.00	0.00	0.00	0.00	0.00	0.00
Defb12	0.00	0.00	0.00	0.00	0.00	0.00
Defb13	0.00	0.00	0.00	0.00	0.00	0.00
Defb14	0.00	0.00	0.00	0.00	0.00	0.00
Defb15	0.00	0.00	0.00	0.00	0.00	0.00
Defb18	0.00	0.00	0.00	0.00	0.00	0.00
Defb19	0.00	0.00	0.00	0.00	0.00	0.00
Defb2	0.00	0.00	0.00	0.00	0.00	0.00
Defb20	0.00	0.00	0.00	0.00	0.00	0.00
Defb21	0.00	0.00	0.00	0.00	0.00	0.00
Defb22	0.00	0.00	0.00	0.00	0.00	0.00
Defb23	0.00	0.00	0.00	0.00	0.00	0.00
Defb25	1.00	0.00	0.00	0.00	0.00	0.00
Defb26	0.00	0.00	0.00	0.00	0.00	0.00
Defb28	0.00	0.00	0.00	0.00	0.00	0.00
Defb29	0.00	0.00	0.00	0.00	0.00	0.00
Defb3	0.00	0.00	0.00	0.00	0.00	0.00
Defb30	0.00	0.00	0.00	0.00	0.00	0.00
